"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"29",642232,"Yarbrough, Ryan","2021-09-30","75","38.7","0.000","0.000","0.000","0.000","0.115","0.184","0.092","0","5","56.8","23.3","2289","72.3","72.46","4","14","15","0.2","6.49","112","148","131","151","290","323","299"
"29",608331,"Fried, Max","2021-09-01","99","29.3","0.333","0.667","0.500","1.000","0.523","0.447","0.284","1","3","100.1","14.5","2603","73.7","73.08","4","10","19","-0.6","6.02","108","154","124","147","305","317","288"
"29",628711,"Urías, Julio","2021-08-07","95","30.5","0.143","0.143","0.333","0.286","0.242","0.205","0.126","1","7","79.2","18.7","2819","81.2","80.28","4","17","12","-0.9","5.57","106","149","107","148","297","303","283"
"29",450203,"Morton, Charlie","2021-04-14","96","30.2","0.000","0.000","0.000","0.000","0.090","0.168","0.098","0","7","89.9","25.0","3060","79.6","79.13","7","12","17","-0.5","6.29","114","153","120","151","302","321","299"
"29",628711,"Urías, Julio","2021-08-13","82","35.4","0.333","0.000","0.333","0.333","0.293","0.298","0.317","1","3","72.0","35.7","2863","81.3","80.36","3","15","14","-0.9","5.66","104","152","113","149","295","319","291"
"29",593334,"Germán, Domingo","2021-06-30","72","40.3","0.500","0.500","0.500","1.000","0.664","0.634","0.569","1","2","77.2","-27.0","2533","80.1","79.87","6","11","18","-0.2","5.99","105","153","116","147","303","323","283"
"29",680686,"Gray, Josiah","2021-08-30","83","34.9","0.250","0.375","0.333","0.625","0.397","0.268","0.158","2","8","79.9","29.8","2417","83.5","82.42","5","16","13","-1.1","5.38","101","149","115","145","294","320","302"
"29",628711,"Urías, Julio","2021-05-12","87","33.3","0.200","0.000","0.250","0.200","0.176","0.271","0.291","1","5","81.7","13.0","2884","81.3","79.97","2","10","19","-1.3","5.40","113","163","120","148","298","311","287"
"29",650644,"Civale, Aaron","2021-10-03","82","35.4","0.000","0.000","0.000","0.000","0.000","0.096","0.088","0","8","78.1","11.5","2868","77.2","76.02","4","13","16","-1.2","5.76","117","158","125","150","302","327","301"
"29",500779,"Quintana, José","2021-04-21","95","30.5","0.500","0.000","0.500","0.500","0.393","0.514","0.450","1","2","101.2","16.0","2327","78.3","78.10","2","8","21","-0.2","6.42","110","157","116","147","316","325","302"
"29",621244,"Berríos, José","2021-07-19","94","30.9","0.143","0.000","0.333","0.143","0.126","0.070","0.077","1","7","89.0","32.3","2320","82.9","82.66","4","14","15","-0.2","6.22","108","159","114","148","292","324","292"
"29",593334,"Germán, Domingo","2021-04-22","90","32.2","0.250","0.000","0.333","0.250","0.220","0.226","0.237","2","8","85.8","7.2","2547","79.6","79.44","2","12","17","-0.2","5.89","113","154","114","147","290","320","296"
